clean_text,label
scandal sex scene airs on abc right after it s the great pumpkin charlie brown making parents angry,0
i m not a fag gtfo,1
holy monkey balls its warm today,0
where are the birds at wasn t it port where birds were all over,0
rt u might be a faggot if u pull outta the pussy to bust bro,1
rt crooked number followed by shut down frame love it,0
at my club ho,1
aye yall ima tryout for the bowling team frfr tryouts passed tho no theres two more retard,1
rt the afc was trash last season especially the afc south jags could make a playoff push if they have a great draft not jo,0
sick and watching the yankees game,0
rt feb jordan retro remastered oreo,0
i won t trust a bitch,1
rt bitch where tf you think you going,1
i head butted a bitch in the club lmao she tried to play it off bitch i know your head hurts,1
or the teach might get u got rt i really hate a disrespectful ass bitch in class the professor is talking you stfu bitch,1
rt rule do pussy ass shit sometimes like write her love notes write long paragraphs about how you ve never felt this way b,1
ur a cunt nd a wish a was a faggot,1
me gusta pollo so espa ol that lol,0
moreno be a little bitch you dumb bitch,1
swap meet bound,0
rt pick hoe lets gooo,1
anglo saxon mike oz,0
i had a dumbass dr do that on a c i was just like this dumb bitch,1
nice bounce back kay gotta keep this going,0
text me fag,1
lil bitch dumb,1
someone at my household wants to die i get all excited to enjoy a couple of oreos but someone left only one one friggin oreo,0
hoe you are doing good too,1
yo bitch on the horn tryna shoot a porn that s t shirt worthy tony,1
rt i think zlatan even has class in the way he talks trash,0
last thought before bed in we had a mock election in rd grade and i voted for perot maybe i related to his really big ears idk,0
i don t love my hoes i love a couple not all,1
rt i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until ho,0
tarzan out dis hoe,1
a music suggestion is lil spook,0
islamic state suspects in indonesia are chinese uighurs uighur jihadis they re not just a prc tool,0
rt when people say coloured,0
rt every man can t have a bad bitch but in this country if you got cash amp r willing to go where poverty roams you,1
today s spy ops his soles need a cleaning lick lick i bet this cuties sneaks smell good,0
re alexander skarsgard my roommate has declared he s a sexy albino lizard i dont know how that s sexy but it kinda is,0
don t trash jersey odds are you wouldn t last minutes around here go back to watching barney,0
lol i would ve beat that hoe up,1
norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,0
if you ve ever been to drunk to fish you might be a redneck,0
rt and group condemns vp joe biden s offensive reference to shylocks,0
rt what happened to the old wigga the gonorrhea one,1
my wigga rt ryan gosling knocked up eva mendes swag that man the fuck out,1
it s a bird it s a plane no it s peter walkin on air byers,0
i just saw a man have a actual conversation with his bird haha,0
rt yankees didn t want russell martin so he signed with the pirates years ago pirates have made back to back postseasons,0
would you rather drink squirrel pee or johnny depp s wig in charlie and the chocolate factory,0
i d like to rape the bitch that posted that,1
how many players have k hits you have to put in the conversation for best yankee ever his numbers demand it,0
now now that bird is one of god s creatures,0
rt what a silly little monkey,0
rt when u love her none of them hoes matter,1
rt yankees acquire chase headley from the padres for yangervis solarte and rafael depaula,0
my mom wants to buy a zebra like for reals,0
thot hoe,1
i ll see you guys later i gotta go bake my blood crackers,0
ted cruz leader lol lol lol lol lol omg lol lol lol lol lol you are a funny ass redneck lol lol lol lol,1
lucky monkey,0
sometimes a good hoe fire needs some rocephin too before it ll go out,1
bitches swear up and down they pussy the best but ain t,1
i wanna be around bitches amp have fun,1
all my white school teachers back in elementary knew not to give me no pussy i m telling all of my niggas,1
rt school admins take hungry kids lunch amp throw in trash because their lunch funds aren t paid up that ll teach em,0
oh snap i m just realizing this skinny tranny is jared leto he s wo unrecognizable with all that weight loss geez,0
guess i ll have to add robin williams right next to charlie chaplin now adam sandler remains my only favorite comedian left,0
that was a solid investment of mins cue up frank yankees wow,0
off to the east of your current location on an east facing slope dry side of a dry place,0
an coaches dont put them in positions to be successful the offensive struggles can all be put on gardner program is trash,0
cuz pussy s only pussy man i get it when i need it,1
lmao mark is the only guy left there he s about to get some pussy,1
a lotta u niccas ain t who u say u is,1
thanks for calling me a fucking fag,1
miss ma niggah leo,1
here we go brownies here we go woof woof,0
these hoes will be exposed,1
alfredo aceves in to relieve here in the th he needs to go away gas can,0
rt here is a supporter she says whites are just evil albino black babies seriously,1
i remember the va tech band called us planet of the apes i was ready to flip,0
i d sell anything if people are willing to buy it how highly do prostitutes think of their pussy to sell that,1
fml both or half breed ex at the gym ugh,1
he won t bite we promise he s a friendly bird,0
that long hair doesn t cover up your redneck,0
what a wetback looks like when he gets caught crossing the border,1
see thats all gill and green bitch ass they didn t help me get my schools either y all still in the tournament,1
bitch you up and joined the fucking army and those of us around this bitch was like where the fuck rob go to the fuckin army,1
rt some of you fellas should dress up as real men for halloween cause you ve been actin like bitches all year long merica,1
lol shut up rt lmao early bird gets the worm,0
mhmm tweet bird,0
don t like to trash talking either way but to be fair that s just on twitter i m having a ball on texts,0
want to go get this brownie i m stuck doe,0
she said aye whass hannin lil bitch lol,1
is she choking it i want a pet monkey,0
rt now call down your dark and your cold and be damned charlie brown,0
rt are you in london this evening well ex iron maiden member tony moor will be busking outside balham train station from,0
rt brownie points for you,0
fuck you and the bitches you talking to,1
rt colombia supporter reminds us the double bird is a universal language,0
let s kill cracker babies wtf did i just hear wow,1
ur brother looks so queer and ugly,1
yes das def da problem if his teacher was a spear chucker he woulda gt both dose rite,0
makeup be saving alot of these bitches from being single,1
rt condom were invent for that sole purpose,0
you never survive in da colored hood,0
up early then a bitch driving to denton omg can i move already,0
rt uncle leo find iwatch in trash can,0
their tortillas are trash though,0
the birds and the bees,0
bitches love beefing over a nigga that s always in other bitches faces,1
rt when a bitch trying to flirt with my niggga i be like,1
you just did bitch lol,1
rt happy birthday to my little ass cousin who doesn t remember who i am hope it s a good one fag,1
if you didn t have tattoos as a diversion for your bird chest and malnourished body sir your instagram would be trash,0
rt lol they turn down to early bunch a pussies,1
hey fans is this a good score,0
say how you do that i got this lil bitch who ain t getting the memo,1
new nashville noise loves burgers honky tonks and grabs a pizza,0
rt why did you give birth to me you bitch,1
to the senior class there will be oreo funfetti bars in the den this morning,0
hey everybody the white iron band plays this saturday on the slopes of lutsen mn at papa charlie s going to be a real,0
i m not a ho like you your body count probably is close to,1
heard i fuck with them bitches now you mad tripping,1
rt nick young says that close to worth of money watches sneakers and clothes were stolen from his house last nig,0
rt pregnant s e cupp s classic response to liberal dem who calls her chunky with bonus tweets via,0
why is it always the fat bitches talking shit,1
rt lol my credit ain t no where near good but i know the right man for the job that ho nice though,0
rt i switched up you fukin with my old bitch i m fukin with yo new bitch,1
trash,0
purple monkey,0
in many areas has that look but need to see bean count said it before beans are a bitch tend to do what you don t expect,1
rt this jimmy fallon prank of getting ny yankees fans to boo robinson cano is amazing via,0
apes,0
wh obama won t name holder s replacement until you rubes have already cast your midterm ballots hot air,0
is using an actual woman as a genetic engineering lab for all natural clones or something,1
just cuz he looked at you doesn t mean he likes you hoe,1
i can hear birds outside,0
rt larry bird,0
niggas wear wigs more than bitches these days,1
except i used to be super tan and now i m yellow pale lol,0
rt ballgame over win yanks beat the white sox in innings,0
i ve pretty much eaten an entire box of my nephew s cheese nips i only feel bad a little,0
i m a broke hoes dream rich girls cream,1
bitch you mentioned me first tf wrong wit yo psychotic ass,1
rt omg the two monkey twins had never to call another girl ugly they got thicker mustaches then me,1
not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,0
finished yankeeography and still hate the arizona d backs for winning in yankees shoulda had that,0
charlie baltimore look good for,0
rt after a long day at work bitch wunna rest her feet on me lol,1
posted a new song guala,0
after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer i think the youtube page is still open,0
mickey mouse ears hat and tail for that matter,0
some call me the song bird of my generation,0
long yellow,0
you and me having twitter bird shaped pancakes that would just be a start,0
rt if you thought mansion elan was crazy with migos wait til boosie amp yo gotti shut that bitch down tonight,1
rt beat the pussy in so well her shit still hurting from a week ago,1
wait what rt y all ever put ur finger in the lil hole in the back of the pussy just me cool,1
charlie baker for mass gov the most lib newspaper in most lib state supports r for gov dog via,0
weird to see a local yokel journalist get worked up enough to take such a pointed side though thought they were impartial,0
rt lol thats grwn man shit nd bitches b loven it,1
copy my tweet again you ginzo,0
how much you wanna bet that a anti government black helicopter teabagger was behind the boston marathon explosions,0
the nations know who we are but we rather be real niggers amp bad bitches,1
rt freeze bitch i m gonna steal your heart,1
glad about your uncle another stupid faggot off the world hopefully you next,1
hickies in between her thighs right by her pussy gt gt gt its only right,1
klain s real sole job is to dampen down the mushrooming bad pr and political fallout heading into nov election,0
rt niggas talk more than bitches these days,1
and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile,1
dominoes moonlit lake velvet underground honey whiskey white trash heaven i accept your ridicule but just tonight,0
if ever sports seemed scripted this ending to this yankee game proved it,0
rt i am so pleased and proud to have been announced the sole curator of the soundtrack for mockingjay part,0
i like weed brownies and cookies im straight but seein crooked got muh trippy kit hope i trip and fal into some pussy,1
when u hitting it from the back u gotta call her bitch they love that but don t u dare call em slut,1
what are you doing bitch,1
i should gt a scurl on deez hoes,1
rt seven grams in the blunt almost drowned in her pussy so i swam to her butt rt quote this with a weezy verse,1
burnating all yankees and their thatch roof cottages,0
rt its the start of another yellow jacket season tonight how about a rt for all the jacket fans,0
lmaooooo bro you still got that shit you are a hoe we boxing when you come back nigga,1
a dollar card make a young nicca go hard throw in a cell phone i can get you left on the yard,1
rt if you gotta talk shit about another nigga to get pussy you weaaak,1
everybody loves pot brownies but i bring crystal meth cupcakes to a party suddenly i m the weirdo,0
rt ross is tha biggest bitch,1
rt i hate when boys keep chasing a bitch that treat them like they any nigga,1
rt if i had a dollar for every time i died on flappy bird,0
pisses me off so much when brett screams fag or whore out the window at people,1
ugly white bitch,1
why the wifey type girls single and the hoes being cuffed though,1
you are hairy like a monkey p,0
dat is one ugly animal but da monkey is adorable,0
rt thanks to i have learned way more than i ever wanted to know about birds,0
bitch you know the lingo hoe lol,1
my cat is fighting the street cat carry through the glass in my room what the hell,1
cookies sound wonderful,0
rt darn trash man he beat me to the good stuff again,0
looks like a tool but is useful as a clay hammer,0
chick got a man but no edges niggas got hoes but no diploma damn,1
my bitches not average spend money i got it ya girl want me she gon get fucked ain t no askin,1
no that nigga goin to work quit tryin to kill a nigga s vibe you broke bitch,1
ben will gett ya some pussy ben will get ya some head,1
charlie daniels goes off on satanic evil,0
milwaukee let yost go now they wished they hadn t cause they suck how about now he s the guy win or lose yankees fire girardi yost,0
after seeing kansas play duke a couple weeks ago i could tell you i m surprised that charlie weis has been let go but i m not,0
unintended consequences of the current fed regulations trays of uneaten food thrown in the trash hungry kids,0
btw jim crow laws were supported by democrats not republicans and mlk was a republican,0
rt sos are trash,0
rt everyone always says girls are really bitchy no some boys are fucking inconsiderate bitchy cunts it is actually disgu,1
quit hoggin the blunt bitch,1
i just dodged a bullet from a crazy bitch,1
rt i don t trust nobody these bitches fake these niggas faker so it s not fuck y all i d rather just not fuck wi,1
where tf this bitch in the pink from this hoe pointless,1
depressed but i got hoes same,1
my leave out is trash u sick,0
amazing you know what they say about birds of a feather,0
ungrateful bitches never happy how u not happy what u mean u ain t happy,1
rt fat hoes always wanna beef with somebody yall don t need to be around no type of beef,1
the yankees of football was the funniest part of your latest video sincerely all of pittsburgh,0
rt you home niggaz in that bitch was some hoes yaknow yazz i gotta do applewood n shit,1
didn t get to hit the slopes today but snowboarding lessons first thing in the morning,0
it totally does smells like brownies every day i walk to work,0
rt pulled a dead bird from my garden grateful to be out of the hot sun it winked at me with its rotting eye socket,0
sheehey back door cuts still go un guarded,0
random thought if a bird crossing the path of a fg try were impacted by ball causing it to deflect off course re kick or miss,0
rt most of these niggas go broke for these hoes,1
right okay bitch,1
rt yep steve spurrier just sorta compared alabama to the yankees they ve ny got the biggest payroll they don t win ever,0
everything jay z writes is trash,0
is a great metaphor for how policies eat off of vital organs until the host dies,0
rt fam you a faggot for kicking a field goal rt just got beat to in madden,1
lmaooooo rt bitches be like relationship goals dumb ass nigga,1
at work but wish i was floating in my ft on sale at walmart redneck pool that my husband probably hasn t cleaned since last weekend,0
is running around town delivering food to people if he takes out the trash too he is the perfect boyfriend,0
why are you showing yankees game in arizona when you promo washington huskies game i bet would want my business,0
facebook is for the birds i m over it,0
did you just call my sweet baboo a ho,1
lt nudes are trash,0
rt black bitches turn buy a hat and act like jesus forgot they was fucking niggas in the park loooool,1
rt all these damn bitches on my phone line,1
lmao did u really just call me a hoe lol yeah you hoe,1
barry s whitey brownshirts run wild in oakland following the lead of n w a punks chant f the police,0
this guy is the biggest faggot omfg,1
fuck you bruh ima look at your young bitch,1
i feel utterly retarded thanks big brother,0
not fun when you have braxton hicks and cramps regularly from moving around you try it,0
rt my chinese social media feed is in total hysteria over the onset of bird flu amp recent dead pigs in the river in,0
making the shittiest pigs in a blanket but they re gonna be good i m not tryna impress gordon ramsey s bitch ass i m trying to make poop,1
or you gotta pay some bills cause pussy ain t free ummmm dick ain t free neither can you pick this tab up please thank you,1
rt fairy fun losing her wings doesn t mean there aren t other ways to fly,0
don t shake your head at me i just love to trash talk,0
rt her face so damn flawless i know her pussy taste like peaches and all my life goals lmfaooooooo,1
rt reasons to be a mermaid no periods no pants perfect hair u get to lure men into their death also free clam,0
rt you don t love her if you keep a couple other hoes on the side,1
i ain t afraid to cut a bitch or open a package or somethin,1
if you balling buy yo bitch somethin,1
a white lighter is bad luck not yellow ur stupid,0
lmao but i m hella skinny so bitches don t like me,1
kfc biscuits trash now,0
nose goes on taking out the trash this time,0
when ever you dog hoes really bad you end up w a girlfriend,1
baby albino,0
i talk to these bitches like i really do care,1
your bitch playing games i may be the joystick,1
so sick of you fake ass hoes,1
it be so good to not gotta woyke in da moanin i da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,0
a rod said the number he wears on his uniform is for opposing teams to fear him but the fact is a rod is a damn cancer to the,0
that vine started a coon frenzy bruh,1
i luh to lick the middle like an oreo,0
when bitches know they feeling stupid they keep there sentences short,1
rt friends of has let me know that phil is very ill his infection has gone septic and he is fightin,0
sheeze a yellow bone,0
people bitch because they lose an hour of sleep today but it evens out and we get more daylight,1
rt good morning baton rouge having a nip of,0
just like when i call someone a nigger it s not because they re black it s about how they act like a nigger,1
rt dreigdwergen haatsmurfen en de roze khmer hoe twitter een slagveld werd via,0
i fw these niggahs everyday neva changed up always been the same to a niggah been thru shit with ma niggahs,1
my doctors office is retarded we noticed you put in a prescription order so we canceled it give us a call if you need a refill thanks,0
every female owns a thong if she wear thongs she a hoe lol both facts,1
rt contrary to belief us queers don t go around looking for things to be offended about it s just you cisheteros say the darne,1
what is this the are doing today using those wooden things and making it all the way around the bases weird,0
welcome back b without your daily rants my tl was trash af,0
me bitch when and where,1
gov rick scott kicks charlie crist s ass,1
everytime pro teams do gb tourneys that get schmanged im not fanboying im just saying i don t think u should say they re trash,0
that area is a bitch regardless so i can imagine,1
my grandpa has better comebacks and he s dead you faggot go outside and let go of your little ass dick for a minute,1
olivia s pussy so good that he got jake to sip tea with the enemy o p is the baddest bitch,1
sometimes even i gotta tell these hoes to grow up smh,0
peanut butter oreos lt,0
me and da gonna do a reboot of da jeffersons only dis time he gonna be weezy and we married pre op trannies,1
this flappy bird game addicting,0
painting bitches on rooftops b c bitches love rooftops,1
and take the trash out and separate the recyclables,0
i don t understand how you can be such a bitch,1
rt where s the girl i could pack this bowl with i know u out there hoe quit playing,1
rt a girl knows when a bitch likes her boyfriend,1
grindin cuzz thats all shit dont stop wats good witcha thou bitch you been mia too,1
rt dude last day fuck it walk out that bitch,1
rt happy birthday take a spin in that yellow coupe,0
you say no to ratchet pussy but juicy j can t bands will make her dance,1
feelin all warm and fuzzy inside,0
i m ready to bounce out dis bitch,1
nothing is too spicy and if it is stop being a fucking bitch eat more of it cry you fucking pussy,1
like a bitch pic is flirting nowadays,1
rt trash cans are always demanding new music from the gawd tyga,0
now jimmy want to talk trash would ve should ve could ve now chris stop talking and spitting,0
three little birds,0
i just want a girl that ll be a hoe for me that s all,1
the redskins just begging to lose this game smh,0
it s really a bitch when you re trying to make a difference to someone else and they intentionally make a point to make you feel like shit,1
lmao cunt,1
rt still waiting for charlie baker to take the stage in swampscott,0
idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole std,1
let me guess they have yellow cake too same crap different president,0
rt stephen a smith responds to people calling him an uncle tom sell out,0
rt video renegade cut snowpiercer an analysis of bong joon ho s sci fi action film topics include,0
they probably hate me even more because not only do i look white when i m technically a poc but i have white hair now i m double cracker,1
rt fuck the islamic state we will kill those cunts,1
rt y all look fucking retarded with y alls pants down to your ankles,1
and now lookin ass niggas and lookin ass bitches will be the terms of will be overused amp abused in every fucking way,1
rt one day more until turkey it will nip me in the belly we ll be ready for the stuffing we will wet ours,0
this lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts,1
rt ima catfish a bitch with fake arms,1
rt fake friends are no different than shadows they stick around during your brightest moments but disappear during your darkest ho,0
it s only am here but i m about to pour up some pineapple ciroc amp blast this future mixtape at maximum levels because bitch im in vegas,1
sapete che vi odio ho finito,0
rt these bitches ain t real,1
so politico says rney will win and then goes after gallup for doing the same thing lmao at you,0
rt mo claiborne is so trash i can t say it enough fam,0
lil kim really made herself trash smh,0
rt words go from babe to bitch i love you to i hate you i need you to forget you you re my everything to you re nothing,1
how i feel when i m throwing trash away everyday in school,0
rt i convinced hitler was a faggit no bitches no kids all those leather uniforms wanted to be alone with his closest men lock,1
rt my score on flappy bird is higher than the broncos score right now,0
rt you bitches with a cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies,1
i can t believe i m jealous all i can think is what goddamn bitch was in your room to take a pic of you in bed with your shirt off,1
i wants to call bouts my vitaligro but i ain t sho if you a doctor fo da colored folk,0
listing to my dumb ass mom amp just getting my eyebrows done at a new place the bitch fucced them up amp i have picture day tomorrow,1
that makes you an annoying bitch if you re out looking to be offended you can t bitch when you re offended,1
heartless ass niggah but who isn t now adays,1
rt when you eat food that s too hot and start breathing like a retarded dragon,0
some black people live in an entirely different world where everything is peaches and cream apparently take off the rose colored glasses,0
rt you ve got to have smelt a lot of manure before you can sing like a hillbilly,0
you had to throw in the faggot word smh smh smh,1
well jenna s getting a yellow lab so i know where ill be whenever i m home,0
if you can fuck my bitch cause nigga i m the shit i ll salute ya,1
i never did those games but i was obsessed with angry birds which is why it took me so long to do ccs i was scared lol,0
rt just days until yankees pitchers and catchers report,0
am i wrong fa laughin at dem niccas on st who be cryin n the interrogation room,1
rt check ya bitch,1
i just don t wanna get looked at funny when i say nigger in public,1
i d hit a kardashian she threw money at me bruh somebody would have to pull me off that hoe idgaf who she is nobody to me anyway lol,1
he s a pretty damn good actor but as a gay man it s awesome to see an openly queer actor given the lead role for a major superhero film,0
rt bitch go to sleep you have work in the morning lol yes master,1
cut a bitch,1
ya bitch crib,1
rt kamehamehaaaaaaa bitch,1
terrifying,0
word but what r dms rt a twitter crush is some bitch shit man up amp enter her dm s bruh,1
rt hunter hurt helmsley rt cut the imaginary height shit most of the women tweeting about it sleep alone every nig,0
rt you a hoe if ya grandma got a tattoo,1
rt old white people complaining about government tyranny is like the yankees being upset that players make too much money,0
rt todays horoscope you re still a hoe that is all have a nice day,0
rt all these hoes want is sum good dick amp attention all hbcu,1
fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him baby rattlers will kill you man,1
hate when bitches tryna put you in the friendzone bitch i m tryna score put me in the end zone,1
rt tuh rt when u plan on going to a party and u don t and u gone on twitter da next day amp see dat that hoe did,1
he s still a pogue though,0
ill scream from france for you tom,0
rt is having no amici briefs filed on your behalf kind of like charlie brown never ever getting any valentin,0
i got to get the trash out and make breakfast for the frau and start laundry so y all be good till i get back cracker out,0
thas my bitch too,1
weekend is here what an amazing week this has been let s use this extended weekend to celebrate our successes my fellow queer folk,0
cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins amp the browns d is nice wit a def hc,0
such a trash episode of the walking dead tonight,0
stop being mean bitch,1
finally got my medicine and crackers,0
i remember a time when hilfiger wus seen as being above polo until he said he aint wan niggers wearing his ish,1
apaches mm rounds turn jihadis into tomato soup,1
no boats and hoes please thanks mom,1
rt getting over a painful experience is like crossing the monkey bars you have to let go at some point in order to move forward,0
bitches like u be proving my point u speak on shit u know nothing about i got a fucking at studio movie grill just stfu,1
amo los pies fuck yeah,1
appropriately this guy wears the wv yellow rick james on his face,0
rt when the yanks and sox get together things usually go smoothly gt,0
bitch where you been,1
wasn t that great to me either rt equalizer was trash denzel officially washed bruh neither was flight,0
rt poly ratchets can t stand poly bitches in general they loud annoying and they talk too much,1
somebody tell these nigggas i ma keep fuckin they hoes i ma keep rockin these shows,1
it s my main bitches st ayyyeeee happy birthday babbbyyy,1
i can t even find it in me to mock anymore this is scary this mass ignorance is terrifying rt yes alas i agree,0
rt twitter is suspending the shit out of is multiple iterations of new regional accounts opening today and suspended within ho,1
can i bring anotha bitch or nah,1
rt fox got dem bitches huh,1
he does lmao rt sean payton been had hoes rt lol,1
should go to or that turned him into an ape no the major,0
started wit hanna montana hoes now im fuckin all of nick cannon hoes,1
somebody please bring out of my hotel room and hire me for something real gt i work hard for somebody throwing me in the trash,0
i just put down a pan of brownies,0
colored contacts in your eyes blinders on mine cause i can t see you at all lmao,0
blue sapphire earrings k yellow gold clip on diamond alexandra earrings in emerald crystal on emma,0
why you stressin bout a bitch,1
bitch it s going mo weeks,1
rt winston connects with greene on the slant across the middle for the score ball game is tied,0
i become more of a bitch day by day,1
these niggas rather love these hoes then get money smh what the fuck wrong with these niggas,1
dont fuck wit broke bitches,1
i took it harder when rivera retired i m not a yankee fan but i have a lot of love and respect for em especially the core,0
amp fuck your bitch,1
rt rt most trash halloween candy of all time don t debate me on this,0
just pulled out his pocket constitution bring it man just mocked mccain s wacko birds comment hahaha,0
naw i juss like making you a lil mad i have been gone for too long tho i hate the boonies,0
rt jealous bitch,1
people be so angry tonight on dis here tweeter it hard for a colored man to see all dis anger like bein in a waffle house in mississippi,0
mr president amp homeland security please ignore any foreign threats and focus your sole attention on our police force,0
in every cartoon theirs alway a saving these hoes lmao lmao damn captain saveahoe,1
rt hoe,1
it s the st century ladies spoil your man don t be a snotty stuck up bitch,1
rt stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes,1
rt bitch you got too many teeth in your mouth,1
dafuq is floppy bird,0
nigga said i woke up in a bed fulla bitches that i ain t een fuckin but idc his shit bout to be x harder,1
i heard green tea makes you lose weight and imma coon so that explains the watermelon,0
its brandon motherfucking reason he s a bitch nigga,1
big squawk q when will dfl dump ryan uncle tom winkler not going to happen berg bleat on proud,0
will be interesting to watch how interlagos grips in this weekend f cars basically the guinea pigs for wec later this month,0
birthday today bitches and i gotta work,1
if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty,0
rt when will you guys leave that childish pussy alone get that sophisticated pussy,1
whoops bought snuggly hideous fuzzy boots because it s cold as balls all of a sudden,0
rt and rounding out our cnn ebola panel tonight the monkey from the film outbreak,0
your what s wrong with the white race you fuckin coon slaying piece of poop please die alone,1
you didn t even pass esl yet you bitch lmao,1
b c she likes black men and rap music huh lol rt in general she wants to be colored,0
aint no hoe in blood,1
it bothers me when a ugly girl has a bad bitch attitude,1
only tweet me if that pussy got superpowers,1
breathe rt you are going to kill yourself if you don t exhale rt killin you hoes,1
pierce would ve easily drained all these shots with us he s so trash now smh,0
god i cant fucking stand waiters who bitch about people not tipping get a real fucking job,1
rt bitches be begging for love amp loyalty when they ve never giving it to anyone karma bitch,1
rt babes we buy brazilian and peruvian not bengali,0
if u don t buy the box of colored goldfish you r a racist tbh,0
wtf is ur tumblr bitch,1
what an amazing proud day it was today for and time for bed good knight,0
do it do it you ll still e a fag but do it i ll pass heidi,1
rt main bitches saying i hate a send me a pic ass nigga be answering every single one of dj rice a roni s request,1
rt if i ve offended you i m very sorry that you re a lil bitch with no sense of humor,1
get some h agen dazs ice cream bars a whole lot make sure chocolate gotta have chocolate man some popcorn red popcorn graham crackers,0
i think its about trying to be the most what we in socal call wiggers,0
y all gots betta machinery fo dat hanger be ghetto,0
rt vintage mickey,0
i m not mad cuh hahaha suure tuku ho ita,0
damn i think your redskins lost,0
according to my brothers ipod its december if so i predict that mickey mantle of the ny yankees will announce his retirement march,0
cause i m tired of you big bitches coming for us skinny girls,1
nips,0
half of yall hoes anyways so the ones with thigh gaps get a friend without em have a nigga fuck yall both and ask him who got better pussy,1
rt i m snatching all your bitches at my leisuuuure,1
i eat dat chicken out your love box baby lovin a white woman while eatin chicken a colored mans dream,0
don t get me wrong g i d hunt birds but that s a lot of work amp well i just ain t that hungry,0
but bitches are crazy i d be in jail for sure,1
i was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the s,1
how you just gon start some mess and try to break up that man home for racks i ll kill that hoe for breezy fam,1
brilliant job by to limp it back to the pits without causing a yellow wish he didn t need to though,0
and bullying i didn t know u could bully over the internet and the bitch came at me so idk why u in my mentions bruh,1
bitch foh,1
photo happy friday bitches,1
these new nigga hipster hypebeasts love all these faggot ass bright colors and nike keeps giving them what they want smh,1
been huntin hard and finally nailed her best wedding koozie i ve ever seen,0
even gtta ak sittn at my bitch house,1
rt before i betray them i slit my wrist,0
bad bitch with me and you kno that her ass is fat,1
may i jump in u ball less dick wad as a conservative feminist disabled vet bitch i wish u luck with a capital f,1
the girl skipping school ain t nothing but y o and just made me say in my head bitch u supposed to be in school had to catch myself,1
i need to pick between two wigs the agony my cute multi colored bob or my red stevie nicks curly one,0
everyone thinks that i m not the person on my id like look at my moles i don t understand like i colored my hair what a big difference,0
the heat will make you wanna put hands on a niggah,1
rt rt hell wrong with yall rt pecan pie and sweet potato pie trash,1
if my fade is perpetually fresher than yours that s a real ass bitch rite there,1
rt thursday we will see bitches dressed up like if the hallways were runways clown make up on some girls guys with pants belo,1
i hate when people tell me i have to many tattoos and they make me look ugly like bitch fuck you,1
rt derek jeter a class act a great yankee a st ballot hall of fame inductee to be,0
rt stop complaining about being single hoe we have bigger problems here rn like mcdonald s doesn t serve breakfast after,1
rt tiny girl can t trust a bitch named tameka no way,1
if you a top notch bitch lemme here you holler,1
marcus smart belongs on the celtics both trash it was destiny,0
he killed that hoe though,1
rt the stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig,0
rt don t be a bitch to someone who can out bitch you,1
rt and she s watchin him with those eyes and she s makin him linguine amp clams with that body i just know it,0
i ont like no dramatic bitch so i just separate myself n shit,1
why do you guys cry and whine whenever someone says faggot it s ridiculous,1
rt i don t play about the monkey you have to earn this shit,1
rt i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea tu,0
rt your girl swear u cheating until u fuck a bitch for real then it s omg how could u,1
you ve been talking trash since we were and,0
cheated my way to get hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass,1
lmao he left that bitch,1
i am a yankee by birth and lived much of my life in north i see no diff in level of racism,0
rt thanks for being black in darth and now years old you kinky hentai son of a bitch,1
walking dead gonna be so trash this season,0
rt don t trust these hoes,1
rt oreo ice cream cake,0
you bitch and complain about how bad our vets are being treated yet you are still willing to send them off to war sick idiot,1
trash show,0
the coon n coon wanna b got what they should have except should have been more time in jail,1
lashontae a bad bitch times,1
rt black bitches be like boy i told you not to get my hair wet,1
aye the part be treating the bitches too good,1
officials jihadi cockroaches now booking tickets on cruise ships to syria,0
nobody gives me a trophy cause i m old and colored,0
rt on this day february in waylon jennings left us for that honky tonk in the sky dreaming my dreams ht,0
rt rt if you d marry scarlett johansson,0
y all suck on flappy bird,0
you look like flappy bird,0
i didn t know that was a fad sounds fucking retarded haha,1
basic bitch no chill,1
leave it up to me it would ve been in the trash all of it,0
rt these bitches crazzzyyyyyy maaannnnn,1
golden oreos are the best,0
let me show you how that pussy work rt brian mcknight should have more accolades his music is everything everything,1
rt oreo ice cream cake,0
new show announced in lutsen mn at papa charlies on december,0
that was my mock done on a simulator check it out pick your team how many rounds and go for it,0
